TIPO_REG,PAIS,P_DEPTO,P_MUNIC,UC_UO,ENCUESTA,COD_VEREDA,ID_MAQ,P_S9P118,P_S9P119,P_S9P120
9,170,19,19212,00620000,083650922,19212002,1,,,
9,170,19,19212,00670000,027400131,19212023,1,9999999915,1,1
9,170,19,19212,00690001,060548637,19212001,1,441290101,0,0
9,170,19,19212,00730000,081436476,19212013,1,441230300,1,0
9,170,19,19212,00730000,081436476,19212013,3,432320300,1,0
9,170,19,19212,00730000,083650942,19212013,1,441230300,0,1
9,170,19,19212,00780000,081446538,19212015,1,441230401,1,0
9,170,19,19212,00800001,060543505,19212001,1,,,
9,170,19,19212,00820000,089166190,19212028,1,,,
9,170,19,19212,00830000,081021509,19212003,1,9999999915,0,1
9,170,19,19212,00830001,060549101,19212041,1,441230300,0,1
9,170,19,19212,00830001,060549101,19212041,3,432200900,0,1
9,170,19,19212,00840000,089166268,19212019,1,,,
9,170,19,19212,00850000,081021327,19212003,1,9999999915,1,0
9,170,19,19212,00890000,083650966,19212028,1,,,
9,170,19,19212,00910000,089166135,19212028,1,,,
9,170,19,19212,00940000,083651040,19212005,1,441230401,0,1
9,170,19,19212,01030000,083650994,19212019,1,9999999915,1,0
9,170,19,19212,01150000,081021521,19212001,1,441230401,0,1
9,170,19,19212,01150000,081021521,19212001,3,441230300,0,1
9,170,19,19212,01150000,081021521,19212001,4,432320300,0,1
9,170,19,19212,01160000,001429865,19212022,1,9999999915,1,0
9,170,19,19212,01190000,081021301,19212024,1,441230300,0,1
9,170,19,19212,01190629,060544221,19212030,1,496210100,1,0
9,170,19,19212,01198430,060544223,19212030,1,461130100,0,1
9,170,19,19212,01280000,089446567,19212030,1,,,
9,170,19,19212,01320000,027404498,19212009,1,9999999915,7,7
9,170,19,19212,01350000,089436791,19212032,1,,,
9,170,19,19212,01360000,089436792,19212032,1,,,
9,170,19,19212,01400000,081446432,19212030,1,441230300,1,0
9,170,19,19212,01430000,081021482,19212041,1,441230300,0,1
9,170,19,19212,01430000,081021482,19212041,3,432200900,0,1
9,170,19,19212,01540000,027400127,19212023,1,9999999915,1,1
9,170,19,19212,01540000,027400130,19212004,1,9999999915,19,19
9,170,19,19212,01540000,027400130,19212004,3,441410100,1,1
9,170,19,19212,01540000,027400130,19212004,4,429210000,1,1
9,170,19,19212,01550000,027400132,19212004,1,9999999915,11,11
9,170,19,19212,01550000,027400132,19212004,3,441410100,10,10
9,170,19,19212,01550000,027400132,19212004,4,429210000,1,1
9,170,19,19212,01550000,081525694,19212035,1,441230300,1,0
9,170,19,19212,01560000,001713373,19212004,1,9999999915,4,8
9,170,19,19212,01560000,001713373,19212004,3,461130100,0,1
9,170,19,19212,01560000,001713373,19212004,4,441499901,0,1
9,170,19,19212,01560000,001713373,19212004,5,441230401,0,1
9,170,19,19212,01560000,001713373,19212004,6,439220400,0,2
9,170,19,19212,01560000,001713373,19212004,7,432200900,0,2
9,170,19,19212,01570000,081767493,19212021,1,,,
9,170,19,19212,01755024,060549071,19212040,1,,,
9,170,19,19212,01920000,081446506,19212021,1,441230300,1,0
9,170,19,19212,01920000,081446506,19212021,3,432320300,1,0
9,170,19,19212,02840000,083650841,19212027,1,,,
9,170,19,19212,11250000,060000171,19212018,1,,,
9,170,19,19212,90090000,999999999,19212018,1,439220400,1,
9,170,19,19212,90090000,999999999,19212018,2,481500000,1,
9,170,19,19212,90090000,999999999,19212018,3,441190000,1,
9,170,19,19212,90090000,999999999,19212018,4,441230401,1,
9,170,19,19212,90090000,999999999,19212018,5,461130100,1,
9,170,19,19212,90090000,999999999,19212018,6,432200900,3,
9,170,19,19212,90090000,999999999,19212018,8,441230300,3,
9,170,19,19256,00000000,001429412,19256008,1,9999999915,1,0
9,170,19,19256,00000000,060037164,19256007,1,,,
9,170,19,19256,00010000,001038878,19256011,1,9999999915,1,0
9,170,19,19256,00010000,001038907,19256011,1,9999999915,1,0
9,170,19,19256,00010000,001062228,19256010,1,9999999915,0,1
9,170,19,19256,00010000,001108769,19256013,1,,,
9,170,19,19256,00010000,001324271,19256010,1,9999999915,1,0
9,170,19,19256,00010000,001420408,19256011,1,9999999915,0,2
9,170,19,19256,00010000,001420759,19256010,1,441230300,1,0
9,170,19,19256,00010000,001429346,19256007,1,441230300,1,0
9,170,19,19256,00010000,001429404,19256007,1,9999999915,1,0
9,170,19,19256,00010000,001429430,19256007,1,441230401,0,1
9,170,19,19256,00010000,001440303,19256003,1,,,
9,170,19,19256,00010000,001622034,19256003,1,9999999915,0,1
9,170,19,19256,00010000,001622036,19256003,1,,,
9,170,19,19256,00010000,002095760,19256013,1,441230300,0,1
9,170,19,19256,00010000,002095867,19256013,1,441230300,0,1
9,170,19,19256,00010000,003210903,19256013,1,441500300,1,0
9,170,19,19256,00010000,003210903,19256013,3,441230300,1,0
9,170,19,19256,00010000,003211146,19256010,1,9999999915,1,1
9,170,19,19256,00010000,003211146,19256010,3,441310100,1,0
9,170,19,19256,00010000,003211146,19256010,4,441230401,1,1
9,170,19,19256,00010000,003211146,19256010,5,441230300,1,0
9,170,19,19256,00010000,003211146,19256010,6,432320300,1,0
9,170,19,19256,00010000,003211146,19256010,7,432200900,1,0
9,170,19,19256,00010000,003211733,19256013,1,9999999915,1,0
9,170,19,19256,00010000,003211939,19256010,1,9999999915,0,1
9,170,19,19256,00010000,003216589,19256013,1,9999999915,1,0
9,170,19,19256,00010000,003216609,19256013,1,9999999915,1,0
9,170,19,19256,00010000,003216609,19256013,3,441230300,1,0
9,170,19,19256,00010000,003670392,19256001,1,9999999915,1,1
9,170,19,19256,00010000,003680713,19256016,1,9999999915,0,10
9,170,19,19256,00010000,003689406,19256013,1,441230300,1,0
9,170,19,19256,00010000,003689441,19256011,1,9999999915,1,0
9,170,19,19256,00010000,003689441,19256011,3,441230300,1,0
9,170,19,19256,00010000,003689442,19256013,1,441230300,1,0
9,170,19,19256,00010000,003689451,19256013,1,9999999915,1,0
9,170,19,19256,00010000,003689451,19256013,3,441230300,1,0
9,170,19,19256,00010000,003689472,19256013,1,441230300,1,0
9,170,19,19256,00010000,003689475,19256013,1,441230300,1,0
9,170,19,19256,00010000,003689478,19256013,1,441230300,0,1
9,170,19,19256,00010000,003689486,19256013,1,9999999915,0,1
9,170,19,19256,00010000,003689486,19256013,3,441230300,0,1
9,170,19,19256,00010000,003689577,19256013,1,441230300,1,0
9,170,19,19256,00010000,003691986,19256013,1,9999999915,0,1
9,170,19,19256,00010000,003691986,19256013,3,441230300,0,1
9,170,19,19256,00010000,003691987,19256013,1,9999999915,1,0
9,170,19,19256,00010000,003691987,19256013,3,441230300,1,0
9,170,19,19256,00010000,003702993,19256008,1,441500300,0,1
9,170,19,19256,00010000,060032755,19256016,1,,,
9,170,19,19256,00010000,060032772,19256007,1,,,
9,170,19,19256,00010000,060032804,19256012,1,,,
9,170,19,19256,00010000,060032839,19256007,1,,,
9,170,19,19256,00010000,081420523,19256010,1,441230300,0,1
9,170,19,19256,00010000,081420523,19256010,2,9999999915,0,1
9,170,19,19256,00010000,081425546,19256009,1,9999999915,1,0
9,170,19,19256,00010000,081429469,19256007,1,441500300,1,0
9,170,19,19256,00010000,081429469,19256007,3,432320300,1,0
9,170,19,19256,00010000,082044119,19256009,1,441230300,3,0
9,170,19,19256,00010000,083211608,19256013,1,,,
9,170,19,19256,00010000,083211640,19256013,1,9999999915,0,1
9,170,19,19256,00010000,083216600,19256013,1,,,
9,170,19,19256,00010000,083687519,19256016,1,9999999915,4,0
9,170,19,19256,00010000,083787910,19256013,1,441230300,1,0
9,170,19,19256,00010000,083787914,19256013,1,441230300,1,0
9,170,19,19256,00010001,000238723,19256011,1,432200900,1,0
9,170,19,19256,00010001,000239075,19256016,1,9999999915,0,1
9,170,19,19256,00010001,000239134,19256011,1,9999999915,1,0
9,170,19,19256,00010001,022722638,19256016,1,441500300,1,0
9,170,19,19256,00010001,022722638,19256016,3,441230300,1,0
9,170,19,19256,00010001,022724241,19256004,1,9999999915,0,1
9,170,19,19256,00010001,022724700,19256009,1,441230300,1,0
9,170,19,19256,00015477,022722639,19256016,1,9999999915,0,1
9,170,19,19256,00015477,022722639,19256016,3,441230300,0,1
9,170,19,19256,00020000,001039044,19256014,1,441230300,0,1
9,170,19,19256,00020000,001039044,19256014,2,9999999915,0,1
9,170,19,19256,00020000,001062019,19256010,1,441230300,0,1
9,170,19,19256,00020000,001062020,19256010,1,441230300,1,0
9,170,19,19256,00020000,001196444,19256010,1,441230300,0,1
9,170,19,19256,00020000,001345555,19256011,1,9999999915,0,1
9,170,19,19256,00020000,001377629,19256014,1,441230300,1,0
9,170,19,19256,00020000,001377629,19256014,2,9999999915,0,1
9,170,19,19256,00020000,001377629,19256014,4,432320300,1,0
9,170,19,19256,00020000,001420409,19256011,1,9999999915,0,1
9,170,19,19256,00020000,001420412,19256011,1,9999999915,0,1
9,170,19,19256,00020000,001425534,19807008,1,9999999915,0,1
9,170,19,19256,00020000,001425534,19807008,3,441230300,0,1
9,170,19,19256,00020000,001429521,19256007,1,9999999915,4,0
9,170,19,19256,00020000,002095891,19256013,1,441500300,0,1
9,170,19,19256,00020000,002095891,19256013,3,441230300,0,1
9,170,19,19256,00020000,003687340,19256008,1,9999999915,0,1
9,170,19,19256,00020000,003689487,19256013,1,9999999915,1,0
9,170,19,19256,00020000,060032773,19256007,1,,,
9,170,19,19256,00020000,060032840,19256007,1,,,
9,170,19,19256,00020000,060032852,19256012,1,,,
9,170,19,19256,00020000,081345434,19256010,1,9999999915,0,1
9,170,19,19256,00020000,081429464,19256007,1,429210000,2,0
9,170,19,19256,00020000,081440306,19256003,1,9999999915,1,0
9,170,19,19256,00020000,081440306,19256003,3,441230300,1,0
9,170,19,19256,00020000,082044245,19256003,1,432200900,2,0
9,170,19,19256,00020000,083216597,19256013,1,441230300,1,0
9,170,19,19256,00020000,083216597,19256013,2,9999999915,1,0
9,170,19,19256,00020000,083691975,19256016,1,441230401,1,0
9,170,19,19256,00020001,022723517,19256011,1,9999999915,0,1
9,170,19,19256,00020001,022723830,19256010,1,441230300,1,0
9,170,19,19256,00021942,022724242,19256001,1,,,
9,170,19,19256,00030000,001017177,19256003,1,441230300,0,1
9,170,19,19256,00030000,001017177,19256003,2,9999999915,1,0
9,170,19,19256,00030000,001017177,19256003,4,432320300,0,1
9,170,19,19256,00030000,001100339,19256013,1,,,
9,170,19,19256,00030000,001420668,19256009,1,9999999915,0,1
9,170,19,19256,00030000,001425482,19256010,1,441230300,1,0
9,170,19,19256,00030000,001429349,19256007,1,441230300,0,1
9,170,19,19256,00030000,001429561,19256007,1,432200900,1,0
9,170,19,19256,00030000,001622316,19256009,1,9999999915,0,1
9,170,19,19256,00030000,003653124,19256008,1,441230300,1,0
9,170,19,19256,00030000,003653124,19256008,2,441500300,1,0
9,170,19,19256,00030000,003653124,19256008,3,9999999915,0,1
9,170,19,19256,00030000,003653124,19256008,4,432320300,1,0
9,170,19,19256,00030000,003691851,19256009,1,9999999915,4,0
9,170,19,19256,00030000,003691851,19256009,3,441500300,4,0
9,170,19,19256,00030000,003702990,19256008,1,9999999915,0,1
9,170,19,19256,00030000,003702990,19256008,2,441500300,1,0
9,170,19,19256,00030000,060032756,19256016,1,,,
9,170,19,19256,00030000,060032774,19256007,1,,,
9,170,19,19256,00030000,060032841,19256007,1,,,
9,170,19,19256,00030000,081062011,19256014,1,9999999915,0,1
9,170,19,19256,00030000,081345479,19256014,1,9999999915,0,1
9,170,19,19256,00030000,083216612,19256013,1,441230300,1,0
9,170,19,19256,00030000,083216612,19256013,2,441500300,0,1
9,170,19,19256,00030001,000238487,19256010,1,,,
9,170,19,19256,00030001,000239076,19256016,1,9999999915,0,1
9,170,19,19256,00030001,022723749,19256011,1,441230300,1,0
9,170,19,19256,00038002,022721350,19256010,1,9999999915,0,1
9,170,19,19256,00038002,022721350,19256010,3,441230300,1,0
9,170,19,19256,00040000,001196652,19256011,1,441230401,0,1
9,170,19,19256,00040000,001207892,19256011,1,441230401,1,0
9,170,19,19256,00040000,001207892,19256011,3,441230300,1,0
9,170,19,19256,00040000,001377611,19256014,1,9999999915,0,1
9,170,19,19256,00040000,001377966,19256010,1,9999999915,0,1
9,170,19,19256,00040000,001425331,19256010,1,9999999915,1,0
9,170,19,19256,00040000,001622318,19256009,1,9999999915,1,0
9,170,19,19256,00040000,002095873,19256013,1,9999999915,1,0
9,170,19,19256,00040000,002095873,19256013,3,441500300,1,0
9,170,19,19256,00040000,002095873,19256013,4,441230300,1,0
9,170,19,19256,00040000,002095873,19256013,5,432200900,1,0
9,170,19,19256,00040000,003210849,19256004,1,441230401,1,0
9,170,19,19256,00040000,003211139,19256010,1,441230300,1,0
9,170,19,19256,00040000,003211722,19256013,1,441230300,1,0
9,170,19,19256,00040000,003211722,19256013,3,432320300,1,0
9,170,19,19256,00040000,003670086,19256016,1,9999999915,0,1
9,170,19,19256,00040000,003689333,19256013,1,461130100,1,0
9,170,19,19256,00040000,003689333,19256013,3,441500300,0,1
9,170,19,19256,00040000,003689333,19256013,4,441230300,0,1
9,170,19,19256,00040000,003691847,19256001,1,9999999915,1,0
9,170,19,19256,00040000,007345312,19256010,1,441230300,1,0
9,170,19,19256,00040000,060032805,19256012,1,,,
9,170,19,19256,00040000,060032826,19256012,1,,,
9,170,19,19256,00040000,081017098,19256009,1,441500300,3,0
9,170,19,19256,00040000,081017098,19256009,3,441230300,2,0
9,170,19,19256,00040000,081017108,19256009,1,9999999915,0,1
9,170,19,19256,00040000,081143442,19256010,1,9999999915,0,1
9,170,19,19256,00040000,081143442,19256010,3,432320300,0,1
9,170,19,19256,00040000,081143442,19256010,4,441230300,1,0
9,170,19,19256,00040000,081429207,19256014,1,9999999915,0,1
9,170,19,19256,00040000,081445610,19256010,1,441230300,0,1
9,170,19,19256,00040000,083216596,19256013,1,9999999915,1,0
9,170,19,19256,00040000,083670062,19256016,1,441230300,1,0
9,170,19,19256,00040001,022723595,19256001,1,9999999915,0,1
9,170,19,19256,00040001,022723595,19256001,2,9999999915,0,1
9,170,19,19256,00040001,022723595,19256001,4,9999999915,0,1
9,170,19,19256,00040001,022723595,19256001,5,9999999915,1,0
9,170,19,19256,00040001,022723607,19256004,1,9999999915,1,0
9,170,19,19256,00043606,022723608,19256004,1,9999999915,0,1
9,170,19,19256,00043823,022722648,19256011,1,,,
9,170,19,19256,00050000,001429544,19256007,1,9999999915,1,0
9,170,19,19256,00050000,001440357,19256003,1,441230300,0,1
9,170,19,19256,00050000,001559173,19256005,1,441230401,0,1
9,170,19,19256,00050000,001559173,19256005,2,9999999915,0,1
9,170,19,19256,00050000,001559179,19256005,1,441230300,0,1
9,170,19,19256,00050000,003211191,19256010,1,9999999915,0,2
9,170,19,19256,00050000,003216657,19256011,1,441230300,1,0
9,170,19,19256,00050000,003689339,19256013,1,441230300,1,0
9,170,19,19256,00050000,060032806,19256012,1,,,
9,170,19,19256,00050000,060032827,19256012,1,,,
9,170,19,19256,00050000,081391984,19256010,1,9999999915,0,1
9,170,19,19256,00050000,081391984,19256010,3,441500300,0,1
9,170,19,19256,00050000,081429591,19256007,1,441230401,1,0
9,170,19,19256,00050000,083211648,19256009,1,9999999915,0,1
9,170,19,19256,00050000,083703169,19256016,1,,,
9,170,19,19256,00050001,000239136,19256011,1,9999999915,0,1
9,170,19,19256,00050001,022721122,19256004,1,9999999915,0,1
9,170,19,19256,00050001,022721301,19256014,1,9999999915,0,1
9,170,19,19256,00050001,022722362,19256014,1,432200900,1,0
9,170,19,19256,00050001,022723609,19256011,1,9999999915,0,1
9,170,19,19256,00050001,022723609,19256011,3,9999999915,0,1
9,170,19,19256,00050001,022723609,19256011,4,9999999915,0,1
9,170,19,19256,00050001,022724009,19256016,1,9999999915,1,0
9,170,19,19256,00054135,022721123,19256004,1,9999999915,0,1
9,170,19,19256,00057738,022722384,19256014,1,441230300,1,0
9,170,19,19256,00058813,022722388,19256014,1,441230300,1,0
9,170,19,19256,00060000,001391751,19256011,1,441230401,0,1
9,170,19,19256,00060000,001391751,19256011,3,441230300,0,1
9,170,19,19256,00060000,001391751,19256011,4,432320300,0,1
9,170,19,19256,00060000,001420414,19256011,1,9999999915,1,0
9,170,19,19256,00060000,001420415,19256011,1,9999999915,1,0
9,170,19,19256,00060000,002095912,19256013,1,441500300,0,1
9,170,19,19256,00060000,002095912,19256013,3,441230300,0,1
9,170,19,19256,00060000,003216654,19256013,1,9999999915,1,0
9,170,19,19256,00060000,003691700,19256009,1,9999999915,0,30
9,170,19,19256,00060000,060032768,19256007,1,,,
9,170,19,19256,00060000,060032775,19256007,1,,,
9,170,19,19256,00060000,081429517,19256007,1,441500300,0,1
9,170,19,19256,00060000,081429517,19256007,3,9999999915,1,0
9,170,19,19256,00060001,022723605,19256001,1,9999999915,1,0
9,170,19,19256,00060001,022723854,19256011,1,9999999915,0,1
9,170,19,19256,00060001,022725168,19256010,1,499300000,0,1
9,170,19,19256,00060001,022725230,19256010,1,441230300,0,1
9,170,19,19256,00060001,022732532,19256011,1,,,
9,170,19,19256,00070000,001182749,19256001,1,,,
9,170,19,19256,00070000,001243350,19256004,1,9999999915,1,0
9,170,19,19256,00070000,001420428,19256011,1,9999999915,0,1
9,170,19,19256,00070000,001429560,19256007,1,9999999915,1,1
9,170,19,19256,00070000,001429560,19256007,3,441230300,1,0
9,170,19,19256,00070000,003670310,19256016,1,,,
9,170,19,19256,00070000,003670311,19256016,1,441230401,0,1
9,170,19,19256,00070000,003670311,19256016,3,441230300,1,0
9,170,19,19256,00070000,060032776,19256007,1,,,
9,170,19,19256,00070000,060032828,19256012,1,,,
9,170,19,19256,00070000,081062014,19256014,1,9999999915,0,1
9,170,19,19256,00070000,081062068,19256010,1,9999999915,0,1
9,170,19,19256,00070000,081196520,19256011,1,9999999915,1,0
9,170,19,19256,00070000,081196520,19256011,3,441500300,1,0
9,170,19,19256,00070000,081196520,19256011,4,441230401,1,0
9,170,19,19256,00070000,081196520,19256011,5,441230300,1,0
9,170,19,19256,00070000,081559026,19256005,1,9999999915,0,1
9,170,19,19256,00070000,081559026,19256005,2,441230300,0,1
9,170,19,19256,00070001,000238685,19256010,1,9999999915,1,0
9,170,19,19256,00070001,000238685,19256010,2,9999999915,1,0
9,170,19,19256,00070001,000238685,19256010,4,441500300,1,0
9,170,19,19256,00070001,000238685,19256010,5,441230401,1,0
9,170,19,19256,00070001,000238685,19256010,6,441230300,1,0
9,170,19,19256,00070001,000238685,19256010,7,432200900,1,1
9,170,19,19256,00070001,022723052,19256001,1,471500200,0,1
9,170,19,19256,00070871,022723696,19256016,1,429210000,0,1
9,170,19,19256,00070871,022723696,19256016,3,429210000,5,0
9,170,19,19256,00079008,022725234,19256004,1,9999999915,0,1
9,170,19,19256,00080000,001324106,19256011,1,9999999915,0,1
9,170,19,19256,00080000,001342468,19256010,1,9999999915,0,1
9,170,19,19256,00080000,001391969,19256010,1,9999999915,2,1
9,170,19,19256,00080000,001391969,19256010,3,441230300,1,0
9,170,19,19256,00080000,002044267,19256004,1,9999999915,0,1
9,170,19,19256,00080000,002044300,19256013,1,9999999915,0,1
9,170,19,19256,00080000,003211714,19256013,1,441230300,1,0
9,170,19,19256,00080000,003670336,19256008,1,9999999915,1,0
9,170,19,19256,00080000,003689258,19256013,1,441500300,1,0
9,170,19,19256,00080000,060032777,19256007,1,,,
9,170,19,19256,00080000,081429590,19256007,1,432320300,1,0
9,170,19,19256,00080000,081429590,19256007,2,441500300,1,0
9,170,19,19256,00080000,083211626,19256013,1,441230300,1,0
9,170,19,19256,00080000,083687729,19256004,1,441230300,1,0
9,170,19,19256,00080000,083689670,19256016,1,9999999915,1,0
9,170,19,19256,00080000,083689989,19256016,1,,,
9,170,19,19256,00080001,022721172,19256004,1,9999999915,0,1
9,170,19,19256,00080001,022723684,19256016,1,429210000,3,3
9,170,19,19256,00080001,022723950,19256001,1,441230300,1,0
9,170,19,19256,00080001,022723961,19256011,1,9999999915,0,1
9,170,19,19256,00080001,022723961,19256011,3,441230401,1,0
9,170,19,19256,00081447,022722615,19256010,1,9999999915,0,1
9,170,19,19256,00090000,001017028,19256010,1,9999999915,1,0
9,170,19,19256,00090000,001017028,19256010,3,431100100,1,0
9,170,19,19256,00090000,001017034,19256010,1,441230300,1,0
9,170,19,19256,00090000,001017055,19256010,1,441500300,1,0
9,170,19,19256,00090000,001062064,19256010,1,9999999915,1,0
9,170,19,19256,00090000,001324295,19256010,1,9999999915,1,0
9,170,19,19256,00090000,001324295,19256010,3,432320300,1,0
9,170,19,19256,00090000,001425298,19256010,1,9999999915,1,0
9,170,19,19256,00090000,001425298,19256010,3,441500300,52,0
9,170,19,19256,00090000,001425298,19256010,4,441230300,2,0
9,170,19,19256,00090000,001425335,19256010,1,9999999915,1,0
9,170,19,19256,00090000,001425338,19256010,1,9999999915,0,1
9,170,19,19256,00090000,001425338,19256010,3,441500300,1,0
9,170,19,19256,00090000,001440228,19256004,1,432320300,0,1
9,170,19,19256,00090000,001558864,19256003,1,441230300,1,0
9,170,19,19256,00090000,001558864,19256003,3,9999999915,1,0
9,170,19,19256,00090000,003210802,19256010,1,441500300,0,1
9,170,19,19256,00090000,003216680,19256013,1,9999999915,1,0
9,170,19,19256,00090000,003670270,19256014,1,9999999915,0,1
9,170,19,19256,00090000,003670270,19256014,3,441230300,0,1
9,170,19,19256,00090000,003670389,19256001,1,9999999915,0,2
9,170,19,19256,00090000,003687525,19256003,1,9999999915,0,50
9,170,19,19256,00090000,003687525,19256003,3,441500300,0,30
9,170,19,19256,00090000,060032778,19256007,1,,,
9,170,19,19256,00090000,081206545,19256014,1,441500300,0,1
9,170,19,19256,00090000,081420729,19256010,1,441230300,1,0
9,170,19,19256,00090000,081429476,19256016,1,9999999915,0,1
9,170,19,19256,00090000,081429545,19256007,1,429210000,0,3
9,170,19,19256,00090000,083670390,19256001,1,441230300,0,1
9,170,19,19256,00090001,000239131,19256011,1,9999999915,1,0
9,170,19,19256,00090001,022721173,19256011,1,9999999915,0,1
9,170,19,19256,00090001,022722599,19256001,1,432320300,1,0
9,170,19,19256,00090001,022723097,19256010,1,441230300,1,0
9,170,19,19256,00090001,022723534,19256003,1,9999999915,1,0
9,170,19,19256,00090001,022723534,19256003,3,496210100,1,0
9,170,19,19256,00098145,022723939,19256001,1,,,
9,170,19,19256,00098292,022724852,19256016,1,,,
9,170,19,19256,00098906,022724656,19256009,1,9999999915,0,1
9,170,19,19256,00098906,022724656,19256009,3,441230300,0,1
9,170,19,19256,00098906,022724656,19256009,4,432320300,0,1
9,170,19,19256,00100000,001377953,19256010,1,9999999915,1,0
9,170,19,19256,00100000,001377953,19256010,3,441230300,1,0
9,170,19,19256,00100000,001391611,19256011,1,9999999915,1,0
9,170,19,19256,00100000,001391999,19256010,1,9999999915,2,3
9,170,19,19256,00100000,001425294,19256010,1,9999999915,1,1
9,170,19,19256,00100000,001425294,19256010,3,441310100,0,1
9,170,19,19256,00100000,001425294,19256010,4,441230300,2,1
9,170,19,19256,00100000,001425294,19256010,5,432320300,1,1
9,170,19,19256,00100000,001425294,19256010,6,432200900,0,1
9,170,19,19256,00100000,002095725,19256013,1,441230300,0,1
9,170,19,19256,00100000,003211148,19256010,1,9999999915,1,0
9,170,19,19256,00100000,003211148,19256010,3,441500300,1,0
9,170,19,19256,00100000,003687419,19256001,1,9999999915,1,0
9,170,19,19256,00100000,003689353,19256013,1,9999999915,0,1
9,170,19,19256,00100000,003689409,19256013,1,9999999915,1,0
9,170,19,19256,00100000,003689454,19256013,1,9999999915,0,1
9,170,19,19256,00100000,003689454,19256013,3,441230300,1,0
9,170,19,19256,00100000,003691607,19256011,1,9999999915,0,1
9,170,19,19256,00100000,003691607,19256011,3,441500300,0,1
9,170,19,19256,00100000,060032818,19256012,1,,,
9,170,19,19256,00100000,060032829,19256012,1,,,
9,170,19,19256,00100000,081062009,19256014,1,9999999915,0,1
9,170,19,19256,00100000,081425549,19256009,1,9999999915,0,20
9,170,19,19256,00100000,081425549,19256009,3,441500300,3,0
9,170,19,19256,00100000,081559144,19256016,1,9999999915,0,1
9,170,19,19256,00100000,083687951,19256013,1,441230300,1,0
9,170,19,19256,00100001,022722301,19256010,1,441230300,1,0
9,170,19,19256,00100001,022724510,19256011,1,9999999915,1,0
9,170,19,19256,00100001,022725067,19256010,1,9999999915,1,0
9,170,19,19256,00100001,022725067,19256010,2,9999999915,1,0
9,170,19,19256,00100001,022725067,19256010,4,441290102,0,1
9,170,19,19256,00100001,022725067,19256010,5,441230300,0,1
9,170,19,19256,00100001,022725067,19256010,6,441190000,1,0
9,170,19,19256,00100001,022725067,19256010,7,432200900,1,0
9,170,19,19256,00100001,022725205,19256010,1,441230300,1,0
9,170,19,19256,00100001,022732383,19256011,1,9999999915,1,0
9,170,19,19256,00102044,022732385,19256011,1,,,
9,170,19,19256,00106465,000238468,19256011,1,432200900,1,0
9,170,19,19256,00109115,022721985,19256001,1,441500300,1,0
9,170,19,19256,00110000,001017187,19256001,1,9999999915,0,1
9,170,19,19256,00110000,001039047,19256014,1,9999999915,0,1
9,170,19,19256,00110000,001039204,19256014,1,9999999915,0,1
9,170,19,19256,00110000,001135230,19256011,1,,,
9,170,19,19256,00110000,001135393,19256011,1,,,
9,170,19,19256,00110000,001429222,19256008,1,432320300,1,0
9,170,19,19256,00110000,001429222,19256008,2,441230300,1,0
9,170,19,19256,00110000,001429223,19256008,1,441230300,0,1
9,170,19,19256,00110000,002044249,19256013,1,441230401,1,0
9,170,19,19256,00110000,002044249,19256013,3,441500300,1,0
9,170,19,19256,00110000,003210824,19256009,1,9999999915,0,1
9,170,19,19256,00110000,003216681,19256013,1,9999999915,1,0
9,170,19,19256,00110000,003216708,19256003,1,441500300,1,0
9,170,19,19256,00110000,003766997,19256013,1,9999999915,1,0
9,170,19,19256,00110000,003766997,19256013,3,432320300,1,0
9,170,19,19256,00110000,003766997,19256013,4,441230300,0,1
9,170,19,19256,00110000,060032759,19256016,1,,,
9,170,19,19256,00110000,060032779,19256007,1,,,
9,170,19,19256,00110000,060032819,19256012,1,,,
9,170,19,19256,00110000,081038872,19256011,1,441230300,3,0
9,170,19,19256,00110000,081135482,19256004,1,,,
9,170,19,19256,00110000,081206634,19256011,1,441500300,0,1
9,170,19,19256,00110000,083216611,19256013,1,441230300,1,0
9,170,19,19256,00110000,083216611,19256013,2,441500300,1,0
9,170,19,19256,00110000,083216652,19256013,1,9999999915,1,0
9,170,19,19256,00110000,089216600,19256013,1,432320300,1,0
9,170,19,19256,00110000,089216600,19256013,2,9999999915,0,1
9,170,19,19256,00110000,089216600,19256013,3,441230300,1,0
9,170,19,19256,00110001,022722142,19256004,1,9999999915,0,1
9,170,19,19256,00110001,022722531,19256001,1,9999999915,0,1
9,170,19,19256,00110001,022723403,19256011,1,9999999915,0,1
9,170,19,19256,00110001,022723708,19256016,1,429210000,2,3
9,170,19,19256,00117622,022724209,19256001,1,432320300,0,1
9,170,19,19256,00120000,001017072,19256001,1,9999999915,0,1
9,170,19,19256,00120000,001062067,19256010,1,9999999915,0,1
9,170,19,19256,00120000,001207640,19256009,1,9999999915,0,1
9,170,19,19256,00120000,001207895,19256010,1,441230300,1,0
9,170,19,19256,00120000,001324276,19256010,1,9999999915,0,1
9,170,19,19256,00120000,001391970,19256010,1,441230300,0,1
9,170,19,19256,00120000,001391970,19256010,2,9999999915,1,2
9,170,19,19256,00120000,001391970,19256010,4,432320300,0,1
9,170,19,19256,00120000,001420579,19256010,1,9999999915,0,1
9,170,19,19256,00120000,001420579,19256010,3,441230300,0,1
9,170,19,19256,00120000,001429379,19256008,1,441230300,0,1
9,170,19,19256,00120000,001429379,19256008,3,9999999915,1,0
9,170,19,19256,00120000,001429396,19256008,1,9999999915,1,0
