,DPTO_CCDGO,MPIO_CNMBR,MPIO_CCNCT,DPTO_CNMBR,MPM,MPM_CAB,MPM_CPRD,AFBMO_TOT,AFBMO_CAB,AFBMO_CPRD,BLE_TOT,BLE_CAB,BLE_CPRD,BSCPI_TOT,BSCPI_CAB,BSCPI_CPRD,BASS_TOT,BASS_CAB,BASS_CPRD,TDE_TOT,TDE_CAB,TDE_CPRD,HC_TOT,HC_CAB,HC_CPRD,IEE_TOT,IEE_CAB,IEE_CPRD,IE_TOT,IE_CAB,IE_CPRD,MIPE_TOT,MIPE_CAB,MIPE_CPRD,MIP_TOT,MIP_CAB,MIP_CPRD,RE_TOT,RE_CAB,RE_CPRD,SAFAM_TOT,SAFAM_CAB,SAFAM_CPRD,SAS_TOT,SAS_CAB,SAS_CPRD,TRINF_TOT,TRINF_CAB,TRINF_CPRD,TRIML_TOT,TRIML_CAB,TRIML_CPRD,Municipality code
240,17,BELALCÁZAR,17088,CALDAS,41.2,26.2,53.1,20.5,14.8,25.4,76.9,65.9,86.5,2.0,1.0,2.8,5.2,6.0,4.4,31.0,29.0,32.8,6.7,7.7,5.9,12.6,1.5,22.3,3.9,2.4,5.2,10.8,4.9,16.0,6.7,0.3,12.4,19.5,14.9,23.5,20.1,0.8,37.0,16.8,16.6,17.0,2.1,1.2,2.9,87.3,84.4,89.8,17088
241,17,ARANZAZU,17050,CALDAS,32.1,21.9,50.4,14.8,12.4,20.0,74.3,66.7,90.2,1.9,2.0,1.8,0.9,0.5,1.8,32.5,30.8,36.1,3.9,4.8,2.0,11.6,0.8,34.5,3.9,2.6,6.6,2.2,2.5,1.8,0.1,0.0,0.4,15.2,13.5,18.8,16.1,1.1,47.6,13.9,15.0,11.7,2.4,1.9,3.5,84.9,82.3,90.4,17050
242,17,ANSERMA,17042,CALDAS,32.5,21.2,48.1,13.0,9.9,18.2,68.2,56.7,86.6,1.4,1.0,2.0,5.9,6.9,4.4,29.5,29.4,29.7,4.6,5.7,2.9,15.2,2.9,35.1,3.6,2.4,5.4,5.3,2.3,10.2,2.0,1.3,3.2,14.6,11.8,19.3,21.8,2.0,53.5,14.2,15.3,12.5,1.7,1.0,2.9,86.5,82.7,92.6,17042
243,17,NORCASIA,17495,CALDAS,41.4,31.3,61.5,18.8,14.2,28.6,66.8,57.8,85.8,1.3,0.9,2.2,4.8,4.9,4.6,45.3,42.3,51.6,8.4,9.2,6.6,11.0,2.3,29.3,2.6,2.2,3.5,6.7,8.4,3.3,5.9,1.6,15.2,21.9,19.0,28.0,18.9,0.7,57.3,14.8,15.7,13.0,1.1,1.1,1.1,83.5,82.0,86.7,17495
244,17,VITERBO,17877,CALDAS,26.0,22.2,49.0,14.4,13.9,17.7,61.7,59.0,79.6,0.8,0.7,1.7,3.9,3.7,5.1,27.9,27.0,33.9,6.0,6.2,4.8,4.6,2.6,18.3,2.6,1.9,6.7,1.5,0.8,6.1,1.2,0.8,4.2,17.3,15.7,27.8,6.8,0.8,47.0,17.2,16.9,19.2,1.4,1.0,3.8,81.2,81.5,79.6,17877
245,17,VILLAMARÍA,17873,CALDAS,17.0,13.1,42.2,7.2,5.8,16.6,40.3,35.1,75.0,1.5,1.5,2.0,5.7,5.8,5.1,23.1,21.8,31.7,4.2,4.4,2.6,8.1,4.6,30.7,2.2,1.9,4.5,2.8,2.5,4.9,1.5,1.2,3.3,14.7,13.3,24.0,6.3,2.4,32.1,17.5,17.3,18.6,0.7,0.6,1.7,72.0,71.1,78.0,17873
246,17,VICTORIA,17867,CALDAS,34.9,25.8,43.6,19.6,11.6,28.4,68.6,54.5,84.1,1.7,1.2,2.2,2.1,3.7,0.3,30.3,30.7,29.9,6.7,8.0,5.3,7.6,9.7,5.2,4.3,2.4,6.4,1.5,1.6,1.4,1.9,0.9,2.9,18.8,16.3,21.6,13.3,3.2,24.3,19.1,17.1,21.3,1.1,0.4,1.8,82.6,78.7,87.0,17867
247,17,SUPÍA,17777,CALDAS,31.3,21.3,40.8,12.2,9.4,15.4,64.9,52.2,78.9,1.7,1.1,2.3,6.0,5.2,6.8,32.6,31.2,34.1,6.6,7.9,5.0,18.9,8.1,30.8,3.8,2.2,5.5,1.6,0.6,2.8,3.4,0.5,6.6,15.1,13.4,17.0,15.2,1.0,30.9,15.2,16.3,14.0,2.0,1.1,3.0,82.8,81.0,84.8,17777
248,17,SAN JOSÉ,17665,CALDAS,39.9,17.0,48.3,20.2,11.6,23.9,76.2,54.1,85.7,1.3,0.9,1.5,6.5,5.2,7.0,27.4,27.7,27.3,5.7,7.4,4.9,16.0,5.9,20.4,2.6,0.4,3.6,4.9,2.8,5.9,1.3,0.2,1.8,16.7,10.5,19.4,38.7,0.9,55.1,15.7,14.2,16.4,1.8,0.9,2.2,84.2,77.3,87.2,17665
249,17,SAMANÁ,17662,CALDAS,39.9,22.9,47.1,17.9,11.9,20.6,76.5,60.9,83.6,1.8,1.6,2.0,3.9,3.8,3.9,32.5,32.0,32.8,3.6,5.8,2.6,25.7,9.8,33.0,4.4,2.0,5.5,3.5,8.3,1.4,2.6,0.3,3.7,13.7,8.7,16.0,37.1,2.3,53.1,12.2,12.6,12.0,2.4,1.1,3.0,89.9,83.0,93.1,17662
250,17,SALAMINA,17653,CALDAS,28.7,21.6,40.8,15.9,13.1,20.9,66.8,55.1,87.7,1.1,0.8,1.5,3.2,2.1,5.2,28.8,30.2,26.2,4.3,5.4,2.3,18.1,6.5,39.0,2.5,2.1,3.1,2.8,3.7,1.2,1.6,1.8,1.1,12.0,11.3,13.1,18.1,3.9,43.4,13.1,14.6,10.5,1.1,0.5,2.2,83.3,80.3,88.5,17653
251,17,RISARALDA,17616,CALDAS,39.4,21.4,50.7,19.1,14.0,22.8,78.1,65.9,86.9,1.4,1.6,1.4,6.4,1.9,9.7,27.8,26.9,28.5,4.5,6.0,3.5,15.0,1.9,24.5,4.0,4.0,3.9,4.7,3.0,6.0,3.9,0.6,6.2,17.3,13.2,20.3,37.8,0.9,64.4,12.3,13.7,11.3,2.1,1.4,2.7,86.4,86.2,86.6,17616
252,17,PENSILVANIA,17541,CALDAS,37.3,22.8,46.4,16.1,10.8,19.8,75.6,57.6,87.8,1.3,1.0,1.5,2.8,2.3,3.2,30.1,30.5,29.9,3.3,4.5,2.5,24.9,2.0,40.3,3.9,1.8,5.3,11.9,28.6,0.7,1.3,0.0,2.2,16.8,11.5,20.3,33.9,3.1,54.6,10.5,12.7,9.0,2.4,0.9,3.4,88.5,80.6,93.8,17541
253,17,PALESTINA,17524,CALDAS,30.1,25.6,32.4,17.4,15.7,18.2,71.7,64.2,75.6,2.1,1.9,2.2,3.4,3.6,3.4,25.6,30.8,22.9,5.0,7.6,3.7,3.0,1.2,4.0,3.5,2.2,4.2,7.4,4.9,8.7,0.8,0.3,1.0,16.9,15.2,17.7,11.8,0.8,17.6,19.5,17.2,20.7,1.2,0.3,1.7,76.8,78.2,76.1,17524
254,17,PÁCORA,17513,CALDAS,33.3,20.7,45.2,18.8,13.4,24.6,75.8,64.1,88.4,1.4,1.2,1.7,1.7,1.6,1.8,30.0,29.4,30.7,3.8,4.7,2.9,13.6,2.2,25.8,4.3,3.2,5.4,0.9,0.6,1.3,1.3,0.2,2.5,11.1,8.3,14.2,20.4,3.1,39.1,11.0,12.1,9.8,1.8,1.0,2.6,85.4,81.5,89.6,17513
255,17,RIOSUCIO,17614,CALDAS,29.3,16.1,36.6,11.0,6.2,14.3,65.7,46.7,78.8,1.5,1.4,1.7,4.6,5.7,3.8,30.3,26.7,32.7,6.1,5.6,6.4,13.0,1.6,20.9,2.6,1.6,3.2,5.3,2.7,7.1,3.1,0.5,5.0,14.2,10.3,16.9,10.2,1.0,16.5,14.6,15.7,13.8,1.6,0.8,2.2,86.4,80.4,90.5,17614
256,63,ARMENIA,63001,QUINDÍO,14.4,14.5,12.1,5.9,5.8,9.7,38.0,37.4,55.2,1.7,1.7,0.8,3.4,3.5,1.6,26.5,26.8,17.6,4.3,4.4,0.9,1.4,1.4,1.2,2.8,2.8,1.6,3.4,3.5,2.6,0.7,0.7,0.3,8.8,8.8,7.3,1.0,1.0,0.6,21.2,21.3,18.3,0.5,0.5,0.5,77.2,77.3,75.9,63001
257,63,BUENAVISTA,63111,QUINDÍO,29.0,15.0,39.9,13.4,8.0,18.9,67.5,58.5,76.5,2.8,0.7,5.0,3.3,2.8,3.7,33.0,33.9,32.0,5.7,3.7,7.7,3.1,1.5,4.6,3.1,2.0,4.2,4.3,1.5,7.0,2.0,0.4,3.5,12.7,7.8,17.5,18.9,0.7,37.3,11.9,8.9,14.9,1.4,0.7,2.2,84.6,84.6,84.6,63111
258,63,CALARCÁ,63130,QUINDÍO,19.9,17.5,28.4,9.5,8.1,14.4,50.5,46.3,66.0,1.5,1.4,2.1,5.8,6.3,4.1,29.4,30.1,26.7,5.1,5.8,2.7,3.7,2.3,8.6,3.1,3.0,3.6,5.2,4.6,7.5,0.8,0.6,1.6,11.7,10.6,15.8,3.9,1.6,12.3,19.2,19.5,18.0,0.8,0.6,1.4,80.2,79.5,83.0,63130
259,63,CIRCASIA,63190,QUINDÍO,17.3,16.8,19.1,10.0,9.4,11.8,50.8,49.1,55.7,1.5,1.5,1.5,2.7,2.6,3.2,25.9,26.3,24.8,4.6,5.4,2.4,1.1,0.9,1.6,2.6,2.6,2.5,4.1,4.4,3.5,1.1,1.1,1.0,12.2,12.5,11.1,0.9,0.5,2.2,16.5,16.2,17.2,0.9,0.9,0.8,79.4,79.6,78.8,63190
260,63,CÓRDOBA,63212,QUINDÍO,30.7,27.2,36.0,15.1,12.6,18.7,72.1,63.6,83.9,1.8,1.2,2.7,8.4,12.2,3.2,25.2,27.0,22.7,6.9,8.9,4.0,3.0,0.7,6.3,3.6,3.0,4.4,4.6,2.8,7.1,3.4,1.3,6.4,17.5,18.5,16.1,13.0,0.1,31.0,15.1,16.9,12.5,2.3,2.6,1.8,88.7,86.3,92.1,63212
261,63,FILANDIA,63272,QUINDÍO,18.1,12.3,25.6,12.7,8.5,17.9,59.6,49.6,72.0,1.0,0.9,1.1,1.0,0.8,1.3,27.1,27.2,27.1,3.9,5.2,2.3,1.2,0.8,1.7,2.0,2.1,1.9,5.3,2.2,9.2,0.6,0.2,1.2,8.7,6.9,10.9,2.4,0.3,5.2,13.8,13.3,14.5,0.9,0.8,1.1,83.6,82.0,85.7,63272
262,63,GÉNOVA,63302,QUINDÍO,33.1,18.8,51.4,16.0,13.4,19.7,72.7,63.0,86.8,1.7,1.3,2.1,1.6,0.8,2.7,26.1,28.5,22.5,6.8,8.6,4.1,13.1,1.5,30.2,4.2,2.4,6.7,2.6,1.3,4.5,2.0,0.3,4.5,12.5,8.8,17.9,33.0,0.7,80.2,13.4,12.5,14.6,2.2,1.2,3.7,90.0,88.0,93.0,63302
263,63,LA TEBAIDA,63401,QUINDÍO,27.4,27.9,22.3,15.9,16.3,11.7,60.2,60.3,59.2,2.1,2.1,2.4,5.6,6.2,0.6,37.3,38.1,29.3,7.1,7.6,2.9,2.3,2.3,2.8,3.3,3.1,4.7,5.3,5.1,7.0,1.9,1.9,1.9,12.7,12.8,12.1,2.1,1.8,4.9,17.5,17.7,15.8,0.9,0.9,1.0,83.2,83.8,76.9,63401
264,63,MONTENEGRO,63470,QUINDÍO,25.8,26.4,23.0,15.2,15.2,14.7,64.4,63.9,67.2,1.6,1.4,2.7,2.7,2.9,1.5,32.9,34.3,25.3,7.1,7.8,3.1,2.1,2.1,2.1,4.7,4.0,8.6,7.4,8.1,4.0,1.2,1.2,0.9,11.8,11.6,12.8,1.5,1.5,1.6,16.7,16.5,17.8,0.7,0.7,0.9,83.4,84.3,78.7,63470
265,63,PIJAO,63548,QUINDÍO,28.8,15.6,47.9,15.6,12.8,20.0,69.0,60.4,82.5,1.6,1.0,2.5,1.0,0.7,1.4,23.6,23.3,24.1,5.1,5.5,4.4,4.5,1.4,9.4,3.6,3.0,4.6,2.2,1.7,2.9,1.4,0.1,3.5,12.2,9.0,17.3,28.3,0.6,71.4,14.1,14.0,14.4,1.7,1.2,2.5,85.4,84.7,86.5,63548
266,63,QUIMBAYA,63594,QUINDÍO,22.0,20.3,29.9,14.5,13.5,18.7,61.9,59.0,74.3,1.4,1.3,1.4,4.4,3.6,8.0,28.3,28.7,26.4,6.4,7.3,2.7,2.3,0.6,9.6,3.4,3.5,3.0,3.2,2.6,5.8,0.6,0.5,1.1,11.9,11.1,15.5,0.6,0.2,2.1,15.6,15.7,15.1,0.8,0.7,1.3,82.3,83.3,78.4,63594
267,63,SALENTO,63690,QUINDÍO,19.7,14.5,24.9,9.9,8.7,11.0,51.9,48.0,55.7,1.4,1.1,1.6,5.9,1.2,10.5,20.2,19.0,21.5,5.1,7.9,2.3,2.3,1.0,3.7,2.1,1.9,2.3,8.3,11.3,5.3,0.7,0.8,0.5,10.5,10.8,10.2,14.5,0.7,28.2,16.7,16.1,17.3,1.5,0.9,2.0,81.7,85.5,78.0,63690
268,66,PEREIRA,66001,RISARALDA,15.1,13.1,24.6,6.6,5.4,12.3,41.5,37.9,59.4,1.7,1.6,2.4,3.2,3.1,3.9,24.7,24.5,25.5,3.9,4.0,3.5,2.2,1.4,6.2,2.7,2.5,3.9,3.1,2.4,6.8,0.7,0.4,1.8,10.7,9.6,15.9,1.4,0.6,5.6,18.3,18.5,17.3,0.6,0.5,1.1,75.4,74.7,79.1,66001
269,66,APÍA,66045,RISARALDA,33.6,16.6,47.7,15.1,9.5,20.9,71.9,54.6,90.0,1.3,0.6,1.9,5.5,5.8,5.2,28.3,26.0,30.6,3.5,4.2,2.9,14.2,2.7,26.3,3.8,2.1,5.6,1.4,1.0,1.7,0.5,0.1,0.9,12.3,7.8,17.1,21.4,1.7,41.9,12.4,13.4,11.3,2.5,1.5,3.5,89.1,83.7,94.6,66045
270,66,BALBOA,66075,RISARALDA,31.6,17.5,37.4,19.0,13.9,21.4,73.4,56.6,81.3,1.8,1.2,2.0,2.5,6.1,0.8,26.2,24.2,27.2,3.1,4.5,2.4,3.2,2.9,3.3,2.8,1.0,3.7,7.0,4.3,8.3,2.1,0.4,2.9,15.1,6.3,19.2,26.0,4.3,36.2,10.9,13.6,9.7,1.7,1.4,1.8,88.7,81.3,92.1,66075
271,66,BELÉN DE UMBRÍA,66088,RISARALDA,35.6,19.0,53.0,15.0,7.7,24.1,73.7,62.0,88.6,1.7,1.2,2.4,5.8,6.5,4.9,32.7,28.5,37.9,5.2,5.3,5.1,17.3,0.4,38.7,4.2,3.6,5.0,2.3,1.4,3.5,0.7,0.2,1.3,15.1,11.1,20.2,14.9,0.1,33.6,13.9,14.1,13.5,2.6,1.8,3.6,90.4,87.2,94.4,66088
272,66,DOSQUEBRADAS,66170,RISARALDA,13.7,12.8,28.1,5.6,5.4,10.1,41.4,40.6,55.5,1.5,1.5,1.4,3.6,3.5,4.9,23.4,23.3,24.8,3.7,3.7,3.2,1.5,0.9,12.3,2.3,2.2,2.9,1.2,0.9,5.5,0.3,0.2,1.6,12.3,12.1,15.6,2.5,0.8,33.7,18.0,18.0,16.5,0.6,0.5,1.2,75.2,74.9,81.2,66170
273,66,GUÁTICA,66318,RISARALDA,36.5,22.7,42.4,14.8,8.9,17.6,74.5,57.9,82.3,0.8,0.2,1.1,14.1,9.1,16.5,32.8,36.1,31.2,4.9,8.5,3.2,24.8,1.7,35.7,2.8,1.8,3.3,1.6,1.9,1.5,1.8,0.9,2.3,14.6,11.7,16.0,17.2,0.5,25.1,9.3,10.1,9.0,2.6,1.1,3.3,89.5,82.6,92.8,66318
274,66,LA CELIA,66383,RISARALDA,37.5,17.3,51.2,18.3,12.4,23.2,76.5,62.6,88.1,1.2,0.9,1.5,1.8,0.3,3.1,26.2,24.4,27.7,4.1,6.0,2.6,17.8,3.1,30.2,3.0,2.7,3.2,8.3,7.1,9.3,2.0,0.4,3.4,15.8,11.1,19.9,33.8,1.5,60.8,14.0,12.7,15.1,3.2,3.5,2.9,90.0,83.6,95.4,66383
275,66,LA VIRGINIA,66400,RISARALDA,19.0,18.7,36.2,12.5,12.4,15.3,58.6,58.3,75.2,1.8,1.7,5.7,0.5,0.5,0.0,28.4,28.3,34.4,6.4,6.5,1.9,0.3,0.2,5.7,3.9,3.9,5.7,1.0,1.0,1.9,0.1,0.1,1.3,13.1,12.9,23.6,0.8,0.1,40.1,17.7,17.8,15.9,0.8,0.8,1.3,80.4,80.3,82.8,66400
276,66,MARSELLA,66440,RISARALDA,33.3,17.3,50.5,15.6,9.8,22.8,71.3,60.4,85.0,1.6,1.0,2.3,0.7,0.4,1.1,30.8,29.6,32.3,4.3,5.0,3.6,11.0,0.7,23.9,4.8,3.9,6.0,9.4,3.0,17.5,6.8,0.2,15.2,16.2,10.5,23.3,20.6,0.3,46.1,13.1,12.2,14.2,1.6,1.0,2.3,85.4,83.8,87.4,66440
277,66,MISTRATÓ,66456,RISARALDA,65.3,18.0,79.2,35.2,10.9,46.7,81.2,58.2,92.0,7.0,0.8,10.0,1.6,0.7,2.1,45.0,32.5,50.9,16.4,6.1,21.2,46.1,0.9,67.3,16.6,3.3,22.8,21.3,2.6,30.0,2.0,1.9,2.0,28.9,8.2,38.6,41.5,0.3,60.8,17.1,13.5,18.9,5.5,0.6,7.8,93.3,86.7,96.5,66456
278,66,PUEBLO RICO,66572,RISARALDA,70.5,27.4,80.1,34.8,12.8,41.9,77.2,60.3,82.7,10.2,1.5,13.0,4.4,11.3,2.2,54.2,34.6,60.6,22.3,4.3,28.2,54.2,2.0,71.1,17.3,2.3,22.2,12.3,8.1,13.6,2.7,0.7,3.3,34.2,14.3,40.7,44.4,1.0,58.5,18.8,12.8,20.7,4.2,2.2,4.9,92.4,85.1,94.7,66572
279,66,QUINCHÍA,66594,RISARALDA,41.4,20.2,49.2,18.2,9.5,22.1,75.6,52.7,86.0,1.6,1.0,1.8,3.0,1.4,3.7,36.0,34.4,36.8,6.8,7.1,6.7,26.8,1.3,38.4,4.4,2.8,5.1,11.2,4.9,14.0,3.8,0.6,5.2,15.1,10.4,17.2,17.5,1.2,24.9,12.1,13.2,11.7,3.1,1.1,4.0,91.7,84.7,94.9,66594
280,66,SANTA ROSA DE CABAL,66682,RISARALDA,21.2,17.3,44.5,9.5,8.0,18.5,53.6,49.6,77.5,1.5,1.4,1.9,4.3,4.4,3.9,27.9,25.8,40.3,5.4,5.8,3.0,3.8,1.6,17.3,2.6,2.4,3.8,2.7,2.0,6.6,0.4,0.3,0.9,12.6,11.8,17.2,7.3,1.6,42.0,17.6,18.0,14.9,1.0,0.9,1.7,80.9,79.6,88.6,66682
281,66,SANTUARIO,66687,RISARALDA,39.9,22.2,56.1,18.0,13.5,23.1,77.1,66.4,89.3,1.4,0.6,2.4,8.0,5.0,11.5,26.5,26.4,26.7,3.7,3.7,3.7,17.8,0.7,37.2,4.0,2.7,5.5,1.4,1.1,1.8,0.4,0.0,0.8,20.3,16.6,24.5,25.9,0.4,54.7,13.9,11.2,16.9,2.6,1.9,3.5,88.7,86.4,91.3,66687
282,05,MEDELLÍN,05001,ANTIOQUIA,12.8,12.6,22.9,5.0,4.9,11.6,35.2,34.9,54.4,1.4,1.4,2.0,2.6,2.6,3.0,22.8,22.8,23.7,5.4,5.5,3.1,2.0,1.7,15.7,3.1,3.1,4.8,0.7,0.7,0.4,0.2,0.2,1.8,12.5,12.5,13.9,1.5,1.3,16.9,15.9,15.9,15.5,0.5,0.5,1.1,71.0,70.9,77.3,5001
283,05,CIUDAD BOLÍVAR,05101,ANTIOQUIA,40.4,30.1,57.7,20.3,16.9,27.2,71.6,62.8,89.4,1.2,0.8,2.0,3.8,4.1,3.1,31.2,29.9,33.6,6.4,7.2,4.9,25.5,11.1,54.2,5.1,3.6,8.1,0.4,0.3,0.5,1.2,0.2,3.0,22.4,18.1,31.1,20.6,0.8,60.1,12.9,13.5,11.6,2.3,1.6,3.8,83.7,81.1,88.9,5101
284,05,BRICEÑO,05107,ANTIOQUIA,55.4,36.2,68.9,22.8,17.0,27.3,78.1,59.8,92.5,2.9,1.6,3.9,9.2,8.1,10.0,42.8,43.2,42.5,8.9,10.4,7.6,37.0,3.4,63.2,7.8,4.1,10.6,1.6,1.3,1.8,6.9,1.3,11.2,29.8,26.5,32.4,39.5,6.5,65.4,8.9,7.8,9.7,2.8,1.5,3.8,85.7,79.6,90.5,5107
285,05,BURITICÁ,05113,ANTIOQUIA,51.3,29.7,59.5,21.2,9.9,26.0,79.0,58.1,87.8,2.4,2.0,2.6,8.7,3.5,10.9,40.3,30.7,44.3,12.6,18.2,10.2,22.3,1.2,31.2,12.9,4.6,16.5,1.4,4.1,0.2,14.4,1.1,20.1,22.1,13.5,25.7,13.0,0.3,18.3,15.1,22.0,12.1,2.8,1.1,3.6,83.2,77.5,85.5,5113
286,05,CÁCERES,05120,ANTIOQUIA,66.4,60.9,67.8,31.0,25.2,32.4,81.2,72.8,83.3,4.4,2.1,4.9,9.7,9.1,9.8,46.2,50.2,45.2,16.5,23.6,14.8,35.9,42.6,34.3,8.3,5.2,9.1,10.2,20.8,7.6,41.6,17.3,47.5,33.5,36.7,32.7,43.6,8.7,52.1,14.5,12.4,15.0,3.1,1.1,3.6,93.2,92.3,93.4,5120
287,05,BETULIA,05093,ANTIOQUIA,53.1,35.2,59.9,28.0,21.2,30.9,82.8,68.0,89.1,1.5,0.6,1.9,7.4,7.8,7.2,32.9,31.5,33.6,6.1,9.0,4.9,47.7,12.4,62.9,8.1,4.1,9.9,0.4,0.4,0.4,5.1,0.6,7.0,25.7,20.8,27.8,28.6,3.8,39.3,9.7,9.4,9.9,4.8,2.2,5.9,92.2,87.4,94.2,5093
288,05,BETANIA,05091,ANTIOQUIA,53.6,32.9,67.1,23.9,20.1,26.8,80.3,65.7,91.6,2.0,1.2,2.6,7.2,3.9,9.8,34.5,35.5,33.7,6.7,8.2,5.5,36.7,2.2,63.1,6.3,3.0,8.8,1.7,0.9,2.3,0.9,0.1,1.5,28.4,21.6,33.5,43.0,0.5,75.6,14.2,14.6,13.9,3.7,1.2,5.6,90.6,87.1,93.4,5091
289,05,BELLO,05088,ANTIOQUIA,14.2,13.3,34.6,4.4,4.1,11.4,36.5,35.4,60.9,1.8,1.7,2.6,2.8,2.8,2.4,25.4,24.8,39.3,5.6,5.6,5.9,5.5,4.6,25.1,2.8,2.7,5.2,1.4,1.5,0.5,0.7,0.5,4.9,13.2,13.0,18.5,5.6,4.5,30.2,19.2,19.3,17.4,0.5,0.5,0.9,72.7,72.4,79.2,5088
290,05,BELMIRA,05086,ANTIOQUIA,40.8,19.0,50.1,15.5,9.9,18.1,69.9,50.7,79.0,1.6,0.6,2.1,5.4,4.4,6.0,32.7,27.7,35.1,7.8,8.5,7.5,20.7,1.6,29.9,4.6,2.2,5.8,0.3,0.4,0.2,1.9,0.0,2.7,25.1,20.6,27.3,42.5,2.0,61.8,14.9,13.5,15.6,4.0,3.6,4.2,81.4,73.9,85.1,5086
291,05,BARBOSA,05079,ANTIOQUIA,22.2,14.5,29.4,10.6,7.8,13.0,56.5,41.9,68.4,1.4,1.2,1.6,2.3,2.6,2.1,25.1,25.8,24.5,3.8,4.9,2.9,14.8,6.5,21.7,3.6,2.0,4.8,0.5,0.5,0.4,1.3,0.3,2.1,12.4,12.2,12.5,23.0,4.6,38.0,15.7,16.7,14.9,1.0,0.7,1.2,78.0,74.4,81.0,5079
292,05,ARMENIA,05059,ANTIOQUIA,37.7,25.2,44.7,28.7,20.0,34.1,79.0,65.2,87.5,1.1,1.0,1.1,1.8,2.8,1.1,36.1,36.7,35.7,2.3,2.3,2.3,22.6,4.5,33.8,2.0,1.2,2.6,0.1,0.2,0.0,0.6,0.3,0.8,18.1,14.3,20.4,24.6,0.5,39.4,7.5,10.2,5.9,0.8,0.3,1.0,86.0,83.5,87.5,5059
293,05,ARGELIA,05055,ANTIOQUIA,48.7,31.6,62.2,18.9,13.1,24.6,77.4,64.6,90.0,2.1,1.4,2.7,4.3,6.5,2.2,35.9,41.0,30.9,5.3,6.3,4.4,46.0,14.3,77.4,7.3,3.6,11.0,2.1,2.1,2.0,2.6,0.3,5.0,19.2,16.1,22.2,35.9,8.3,63.2,10.0,11.8,8.2,4.8,2.2,7.3,91.3,85.7,96.8,5055
294,05,ARBOLETES,05051,ANTIOQUIA,59.1,35.2,72.8,24.5,15.9,30.1,68.3,47.1,82.2,3.4,1.8,4.5,5.2,6.0,4.7,50.4,44.8,54.0,13.9,15.5,12.9,30.1,10.0,43.3,4.3,2.4,5.6,9.1,22.0,0.6,56.0,16.8,81.8,27.5,15.9,35.1,43.2,2.7,69.9,16.1,17.3,15.3,1.2,0.6,1.6,90.7,87.5,92.9,5051
295,05,ANZÁ,05044,ANTIOQUIA,47.1,24.0,52.4,27.8,17.4,30.8,83.9,63.4,89.6,2.1,2.2,2.1,6.7,0.2,8.6,30.6,31.8,30.3,6.1,10.1,4.9,35.3,1.9,44.7,6.4,2.2,7.6,0.8,0.2,0.9,8.5,0.2,10.9,25.2,15.3,28.0,22.1,0.6,28.2,8.5,9.7,8.1,3.8,1.1,4.6,87.1,75.9,90.2,5044
296,05,SANTA FÉ DE ANTIOQUIA,05042,ANTIOQUIA,29.7,19.0,51.2,15.7,10.6,27.8,62.1,50.6,89.3,1.3,1.2,1.7,1.4,1.3,1.4,29.8,28.8,32.2,9.7,10.6,7.4,5.9,1.5,16.4,4.0,2.5,7.6,1.2,1.3,0.7,9.4,1.6,27.9,19.7,15.4,30.1,9.2,0.7,29.4,12.7,14.0,9.7,1.3,0.6,3.0,81.9,78.4,90.3,5042
297,05,ANORÍ,05040,ANTIOQUIA,53.3,39.1,66.7,19.9,16.8,22.8,75.6,63.5,87.1,2.0,1.1,2.7,5.8,4.5,7.0,38.1,37.8,38.3,8.9,10.5,7.4,54.5,21.2,85.8,7.7,5.4,9.9,3.7,3.0,4.3,8.3,1.9,14.4,28.2,24.4,31.9,43.9,9.7,76.0,9.7,10.5,9.0,3.9,2.7,5.1,89.1,85.9,92.1,5040
298,05,ANGOSTURA,05038,ANTIOQUIA,53.8,25.5,62.1,25.3,12.3,29.8,81.2,58.5,89.2,1.9,1.3,2.1,10.9,5.8,12.7,38.7,38.5,38.7,7.4,7.0,7.6,49.6,10.5,63.5,6.7,2.4,8.2,0.3,0.3,0.2,10.3,0.8,13.6,25.8,17.4,28.7,26.1,2.1,34.6,9.4,9.5,9.4,3.6,1.3,4.4,87.0,80.2,89.4,5038
299,05,ANGELÓPOLIS,05036,ANTIOQUIA,30.7,22.3,36.1,18.4,11.7,23.0,74.3,62.1,82.9,1.4,1.3,1.5,1.5,1.6,1.5,29.2,29.8,28.8,5.6,6.9,4.6,16.8,6.6,23.8,3.9,2.7,4.7,1.2,2.5,0.2,2.3,2.0,2.5,20.6,15.4,24.1,10.8,0.8,17.7,11.1,11.2,11.0,1.7,1.1,2.1,74.0,74.5,73.7,5036
300,05,ANDES,05034,ANTIOQUIA,40.1,25.2,54.4,18.8,12.8,25.1,72.1,58.1,86.7,1.5,1.3,1.8,4.7,6.3,3.0,29.9,29.2,30.5,5.0,6.2,3.6,33.6,7.9,60.6,5.5,3.4,7.7,0.4,0.3,0.5,0.7,0.2,1.2,18.2,14.6,22.0,28.3,1.5,56.3,12.7,14.2,11.1,2.6,1.0,4.2,87.2,81.3,93.3,5034
301,05,AMALFI,05031,ANTIOQUIA,43.3,26.3,66.3,19.1,14.0,26.1,73.1,60.1,90.9,1.4,1.0,2.0,5.2,1.4,10.5,32.3,35.9,27.4,6.3,6.4,6.1,32.7,3.9,72.5,5.9,3.8,8.9,4.6,2.9,6.9,9.5,0.7,21.7,23.2,18.4,29.6,36.4,2.4,83.3,12.1,12.5,11.5,3.5,1.6,6.1,86.4,83.2,91.0,5031
