,DPTO_CCDGO,MPIO_CNMBR,MPIO_CCNCT,DPTO_CNMBR,MPM,MPM_CAB,MPM_CPRD,AFBMO_TOT,AFBMO_CAB,AFBMO_CPRD,BLE_TOT,BLE_CAB,BLE_CPRD,BSCPI_TOT,BSCPI_CAB,BSCPI_CPRD,BASS_TOT,BASS_CAB,BASS_CPRD,TDE_TOT,TDE_CAB,TDE_CPRD,HC_TOT,HC_CAB,HC_CPRD,IEE_TOT,IEE_CAB,IEE_CPRD,IE_TOT,IE_CAB,IE_CPRD,MIPE_TOT,MIPE_CAB,MIPE_CPRD,MIP_TOT,MIP_CAB,MIP_CPRD,RE_TOT,RE_CAB,RE_CPRD,SAFAM_TOT,SAFAM_CAB,SAFAM_CPRD,SAS_TOT,SAS_CAB,SAS_CPRD,TRINF_TOT,TRINF_CAB,TRINF_CPRD,TRIML_TOT,TRIML_CAB,TRIML_CPRD,Municipality code
586,47,REMOLINO,47605,MAGDALENA,50.6,46.7,57.9,28.7,23.7,38.4,66.8,58.9,81.8,1.9,1.3,3.0,0.1,0.2,0.1,39.3,38.4,41.2,21.8,24.4,16.9,78.8,99.3,39.5,5.8,4.6,8.2,3.9,3.1,5.6,20.6,10.7,39.5,18.1,15.6,22.9,4.0,0.4,10.9,11.5,11.4,11.7,1.0,1.1,0.9,92.0,90.5,94.9,47605
587,47,SABANAS DE SAN ÁNGEL,47660,MAGDALENA,69.4,52.3,77.4,38.0,26.6,43.2,78.8,64.5,85.4,4.9,2.4,6.0,0.3,0.5,0.2,46.9,48.8,46.0,23.7,27.3,22.1,52.8,38.8,59.2,11.3,5.1,14.2,4.6,2.6,5.6,55.1,27.3,67.7,35.6,31.4,37.5,42.4,2.6,60.6,21.4,17.2,23.4,2.4,1.3,2.9,92.7,91.9,93.0,47660
588,47,SALAMINA,47675,MAGDALENA,44.3,37.6,58.1,25.6,18.8,40.9,68.3,61.0,84.6,0.8,0.7,1.2,6.1,6.8,4.5,52.0,51.0,54.1,20.6,22.2,17.0,19.2,19.7,18.0,2.8,2.4,3.7,3.2,1.1,7.9,17.7,12.7,29.1,20.7,19.7,23.0,5.2,3.7,8.7,9.5,9.1,10.4,0.5,0.3,0.8,92.7,91.9,94.3,47675
589,47,SAN SEBASTIÁN DE BUENAVISTA,47692,MAGDALENA,63.8,48.3,70.7,24.8,16.9,28.9,68.3,51.6,76.9,3.7,3.5,3.8,3.8,2.5,4.4,62.2,64.2,61.1,20.9,25.8,18.4,56.0,35.9,66.3,8.7,15.0,5.4,5.3,7.3,4.2,48.0,28.3,58.1,26.2,18.7,30.1,25.7,4.2,36.7,16.7,15.9,17.2,0.8,0.4,1.0,94.9,93.8,95.5,47692
590,47,SAN ZENÓN,47703,MAGDALENA,56.4,47.9,57.7,27.1,23.5,27.7,71.3,59.9,73.1,3.1,1.6,3.3,6.6,8.3,6.3,49.9,49.1,50.0,22.4,29.2,21.3,30.1,26.9,30.6,5.4,1.8,6.0,0.9,0.3,1.0,31.5,11.1,34.7,29.4,29.5,29.4,14.5,4.7,16.0,17.8,17.6,17.8,2.0,0.5,2.3,93.1,92.0,93.2,47703
591,47,SANTA ANA,47707,MAGDALENA,47.3,36.2,62.2,22.5,15.7,31.2,64.5,53.1,78.9,2.0,1.9,2.2,1.6,2.6,0.2,44.5,46.1,42.4,20.9,24.8,16.1,29.9,22.6,39.4,5.7,4.6,7.2,4.4,4.4,4.6,31.6,14.4,53.7,21.6,17.0,27.5,21.1,4.4,42.5,14.4,14.6,14.1,1.5,1.3,1.8,93.4,91.9,95.4,47707
592,47,SANTA BÁRBARA DE PINTO,47720,MAGDALENA,57.8,53.4,65.3,29.6,27.1,33.7,71.6,67.3,78.5,1.4,1.3,1.7,4.2,2.9,6.2,49.5,48.5,51.2,18.8,20.1,16.7,49.4,53.4,42.8,4.7,4.3,5.3,3.9,5.6,1.1,32.7,23.2,48.4,24.6,24.1,25.3,21.1,4.8,47.6,14.6,13.7,16.0,1.7,1.5,2.1,93.3,93.2,93.5,47720
593,47,SITIONUEVO,47745,MAGDALENA,70.7,71.0,70.4,33.2,29.6,37.2,74.6,71.7,77.9,4.9,2.6,7.5,1.6,0.3,3.0,65.0,76.5,52.2,25.6,26.8,24.2,75.2,98.0,49.7,11.1,11.2,11.0,5.6,7.1,3.9,28.5,25.9,31.5,27.1,20.9,34.0,36.6,10.3,66.0,19.9,11.6,29.1,1.1,0.3,2.1,93.1,94.8,91.2,47745
594,47,TENERIFE,47798,MAGDALENA,56.3,47.1,65.9,28.7,24.4,33.1,67.4,60.1,74.8,1.8,1.2,2.4,3.8,5.5,2.0,46.7,49.6,43.8,24.3,31.5,16.9,41.3,38.1,44.5,5.3,4.2,6.5,5.9,2.8,9.1,38.7,19.0,58.7,24.5,19.0,30.1,33.1,6.0,60.5,16.8,15.9,17.7,1.2,0.5,1.9,92.4,91.1,93.8,47798
595,47,ZAPAYÁN,47960,MAGDALENA,70.4,70.2,70.4,34.7,31.9,36.7,77.9,74.8,80.0,1.8,1.5,2.0,2.8,3.4,2.3,47.9,53.2,44.2,22.5,30.8,16.7,70.6,97.9,51.8,8.0,6.8,8.9,19.7,38.9,6.6,41.8,31.7,48.7,21.5,20.6,22.2,53.5,9.4,83.9,15.9,13.9,17.3,1.8,1.5,2.0,95.6,93.7,96.8,47960
596,47,ZONA BANANERA,47980,MAGDALENA,48.6,48.3,48.6,22.2,16.6,22.6,68.5,59.0,69.2,4.1,3.2,4.2,3.3,6.1,3.1,44.2,42.4,44.3,19.0,25.0,18.6,18.2,96.8,12.3,7.0,4.2,7.2,11.9,15.3,11.6,19.4,8.6,20.2,28.5,21.9,29.0,26.1,10.5,27.3,19.6,16.9,19.8,1.5,1.2,1.6,80.2,82.0,80.1,47980
597,47,ARACATACA,47053,MAGDALENA,50.0,40.1,65.0,22.7,17.0,32.4,60.6,51.5,76.3,3.1,2.4,4.4,1.6,0.8,2.9,49.0,48.3,50.2,26.1,25.8,26.6,41.5,46.7,32.7,8.4,4.3,15.4,5.8,2.9,10.6,12.8,5.4,25.5,26.0,19.0,38.0,22.8,4.2,55.1,19.9,19.5,20.4,1.5,0.7,2.9,87.3,85.0,91.3,47053
598,47,CIÉNAGA,47189,MAGDALENA,44.6,41.7,66.7,16.0,14.0,30.8,51.7,48.0,78.8,4.1,3.6,7.5,6.3,5.8,10.1,44.6,45.0,41.7,29.1,30.1,21.9,31.8,29.1,51.9,7.2,6.5,12.4,7.3,6.4,13.6,15.2,11.8,40.4,23.8,22.4,33.9,15.7,12.0,43.0,22.9,22.8,24.0,1.2,0.9,3.8,89.9,89.8,90.5,47189
599,47,FUNDACIÓN,47288,MAGDALENA,43.9,37.0,84.9,19.7,16.2,46.0,55.6,51.2,87.5,3.5,2.2,12.8,4.4,4.0,7.6,46.0,42.6,70.7,24.3,22.8,34.9,21.2,15.1,66.2,8.4,5.6,28.6,2.4,2.1,5.2,11.0,3.9,63.1,27.9,24.8,50.7,13.4,5.5,71.3,18.8,16.8,33.0,1.2,0.9,3.8,91.6,90.9,96.7,47288
600,47,SANTA MARTA,47001,MAGDALENA,24.4,22.9,41.4,7.1,6.1,18.0,34.2,32.3,55.5,2.5,2.3,4.2,3.7,3.3,9.0,35.6,35.4,38.0,19.4,19.6,17.1,13.9,14.2,10.0,5.5,5.3,7.8,2.4,2.3,2.8,3.1,2.2,13.0,18.0,17.4,24.7,18.4,17.0,34.5,16.5,16.5,16.8,0.8,0.7,1.6,87.1,86.8,89.8,47001
601,47,EL BANCO,47245,MAGDALENA,54.7,46.3,69.6,22.3,16.5,33.9,62.9,54.4,79.7,2.0,1.9,2.1,11.1,10.2,12.9,44.4,41.4,50.2,22.1,22.7,20.9,53.2,57.3,45.1,4.5,3.9,5.6,7.7,7.5,8.3,32.7,16.6,64.6,25.4,22.9,30.3,35.6,36.0,34.6,15.3,15.5,14.8,1.8,1.4,2.5,92.1,91.2,93.7,47245
602,70,SINCELEJO,70001,SUCRE,30.4,28.1,51.7,14.7,13.2,28.9,41.6,39.2,64.2,1.9,1.9,1.8,7.4,7.9,3.3,39.0,38.4,43.8,16.9,17.1,14.5,7.8,5.8,26.5,3.6,3.6,3.6,6.1,5.3,13.0,11.4,8.7,36.7,15.9,15.9,16.4,8.4,3.5,54.8,16.5,16.7,13.8,0.7,0.7,0.9,88.2,87.8,91.8,70001
603,70,BUENAVISTA,70110,SUCRE,49.1,46.3,62.9,27.6,26.2,34.7,63.1,59.6,79.5,2.0,1.3,5.2,2.9,3.5,0.2,54.5,56.3,46.3,23.2,24.5,17.0,14.0,12.7,20.3,4.5,3.6,8.6,13.7,14.4,10.6,28.8,25.1,46.8,20.4,19.7,24.1,11.7,8.3,27.6,10.8,11.1,9.5,0.9,0.5,2.6,95.3,94.9,97.0,70110
604,70,CAIMITO,70124,SUCRE,58.7,48.4,62.6,33.9,21.4,38.8,71.6,55.7,77.8,1.2,1.3,1.2,5.7,4.9,6.0,56.5,60.0,55.1,19.3,25.0,17.1,48.1,24.6,57.2,4.9,3.8,5.3,1.2,2.5,0.6,44.1,27.8,50.4,22.1,18.5,23.6,4.1,5.3,3.6,12.0,13.2,11.5,0.8,0.5,1.0,93.7,90.7,94.8,70124
605,70,COLOSÓ,70204,SUCRE,59.6,56.2,62.2,31.6,25.8,36.1,70.0,61.4,76.9,1.3,1.0,1.6,5.6,7.8,3.9,47.2,54.0,41.8,17.0,22.2,13.0,26.1,15.5,34.5,3.6,2.5,4.4,45.3,84.2,14.6,65.0,59.5,69.3,21.7,18.1,24.5,14.1,1.9,23.7,9.7,10.1,9.3,0.8,0.4,1.1,94.1,92.4,95.4,70204
606,70,COROZAL,70215,SUCRE,34.5,29.2,52.8,19.2,16.3,29.1,47.9,43.0,64.7,1.7,1.7,1.7,8.8,7.2,14.5,39.5,37.7,45.7,17.1,17.4,16.1,12.3,4.9,38.1,3.1,3.1,3.1,6.8,4.1,16.1,12.6,8.3,27.1,18.1,17.6,19.7,3.8,0.8,14.0,16.5,17.5,13.0,0.8,0.7,0.9,91.3,90.5,94.1,70215
607,70,COVEÑAS,70221,SUCRE,45.0,36.6,54.9,16.6,11.6,23.1,46.1,37.3,57.8,3.0,2.8,3.2,8.0,10.3,4.9,46.8,41.7,53.6,18.1,19.3,16.5,37.1,53.0,16.0,3.3,2.3,4.7,8.9,9.7,7.7,18.8,10.4,30.0,15.4,11.9,20.0,47.2,30.9,68.9,21.4,21.8,20.8,0.8,0.7,0.9,88.6,88.3,88.9,70221
608,70,CHALÁN,70230,SUCRE,73.9,71.7,78.0,40.8,38.9,44.4,73.0,68.7,80.9,1.0,0.9,1.0,15.6,19.5,8.3,70.9,66.3,79.4,24.7,27.4,19.9,27.9,20.1,42.2,4.1,3.7,4.7,23.0,33.6,3.7,59.9,51.7,74.8,26.2,27.8,23.3,7.3,5.2,11.0,12.1,12.6,11.3,0.9,1.1,0.5,96.5,95.3,98.8,70230
609,70,EL ROBLE,70233,SUCRE,64.3,58.7,68.7,41.3,40.9,41.7,75.7,70.6,79.8,2.0,1.9,2.1,9.5,5.2,12.8,68.5,62.0,73.6,21.7,32.3,13.4,29.7,24.8,33.5,5.6,9.0,2.9,3.0,1.4,4.3,23.7,16.2,29.5,24.7,25.5,24.0,6.0,4.6,7.0,11.0,10.7,11.2,0.9,1.4,0.5,96.5,96.5,96.5,70233
610,70,GALERAS,70235,SUCRE,46.1,37.8,57.9,25.5,21.8,30.8,64.8,56.0,77.3,2.2,1.8,2.8,1.8,1.7,2.0,49.7,48.2,51.7,21.1,27.8,11.4,23.5,14.0,36.9,3.4,3.3,3.6,5.9,5.2,6.9,24.6,15.2,37.8,21.0,18.8,24.3,11.4,8.2,15.9,13.3,13.6,12.8,1.2,1.1,1.2,94.3,92.8,96.4,70235
611,70,GUARANDA,70265,SUCRE,66.1,54.5,74.9,29.3,22.2,34.9,73.0,59.6,83.4,1.6,1.2,2.0,10.8,7.8,13.2,53.1,48.4,56.7,19.1,22.0,16.8,63.6,84.7,47.1,4.7,3.5,5.7,7.3,8.3,6.6,46.5,18.4,68.4,28.3,23.1,32.3,50.1,42.6,56.0,11.0,11.5,10.5,2.2,2.3,2.2,95.9,94.5,97.1,70265
612,70,LA UNIÓN,70400,SUCRE,55.8,40.0,70.2,32.5,27.4,37.7,70.0,58.5,81.7,1.9,1.7,2.0,3.1,0.5,5.7,53.6,46.2,60.9,17.9,20.3,15.5,35.5,20.0,51.2,3.0,2.5,3.4,1.4,1.1,1.7,49.8,30.0,69.7,23.0,19.2,26.9,3.9,2.7,5.2,13.9,12.5,15.3,0.7,0.6,0.8,91.4,89.1,93.7,70400
613,70,LOS PALMITOS,70418,SUCRE,41.6,33.5,49.8,27.6,24.1,30.8,61.2,51.0,70.9,1.4,1.3,1.5,7.6,6.7,8.4,42.3,39.2,45.2,15.7,21.4,10.3,21.9,7.6,35.5,3.0,2.3,3.6,6.7,4.3,8.9,20.6,11.2,29.5,20.3,19.8,20.7,4.0,1.6,6.3,12.0,13.8,10.2,1.2,1.3,1.0,92.9,91.7,94.1,70418
614,70,MAJAGUAL,70429,SUCRE,64.4,46.7,71.7,28.4,17.5,32.9,74.2,54.4,82.3,2.9,3.0,2.9,6.5,1.4,8.6,54.4,40.7,60.0,15.1,18.3,13.8,54.1,78.7,44.0,8.4,10.6,7.5,8.9,8.9,9.0,60.3,23.5,75.4,24.1,19.8,25.8,11.5,7.7,13.1,14.6,17.4,13.4,1.6,1.6,1.6,96.1,93.0,97.3,70429
615,70,OVEJAS,70508,SUCRE,51.5,40.4,63.1,34.9,31.2,38.8,70.2,58.9,82.2,1.2,1.0,1.5,9.3,7.7,11.0,42.7,43.6,41.8,20.1,23.2,16.8,22.7,10.9,35.3,3.4,2.7,4.1,5.6,1.7,9.9,26.3,12.8,40.8,22.1,18.7,25.7,20.5,5.6,36.5,11.7,11.7,11.7,1.5,0.8,2.3,92.6,91.8,93.4,70508
616,70,PALMITO,70523,SUCRE,65.1,46.7,76.1,34.0,25.3,39.5,66.2,55.8,72.8,1.6,1.2,1.9,5.1,1.1,7.7,68.8,68.2,69.1,20.6,24.1,18.4,44.4,14.6,63.4,3.5,3.3,3.6,15.4,6.5,21.1,54.7,29.0,71.1,18.8,14.6,21.6,42.4,10.8,62.5,12.4,14.2,11.3,0.5,0.1,0.8,94.7,95.2,94.4,70523
617,70,SAMPUÉS,70670,SUCRE,56.9,45.9,69.1,30.7,24.2,38.2,64.8,59.1,71.5,1.6,1.6,1.5,11.8,6.7,17.7,47.6,42.2,53.9,26.8,30.8,22.2,28.3,12.7,46.3,4.1,4.1,4.2,17.0,13.8,20.7,44.0,26.7,64.2,26.5,27.0,25.9,17.0,3.4,32.9,12.4,12.7,12.1,1.0,1.2,0.8,93.6,93.0,94.3,70670
618,70,SAN BENITO ABAD,70678,SUCRE,63.0,56.3,65.0,37.3,26.4,40.5,75.5,59.3,80.2,3.7,1.4,4.3,5.4,6.9,4.9,49.1,41.2,51.5,15.3,18.8,14.3,60.3,98.8,49.0,6.0,3.4,6.7,15.3,9.7,16.9,38.2,14.2,45.2,21.5,16.6,23.0,6.5,2.4,7.7,14.6,17.4,13.7,1.4,0.7,1.6,94.9,91.5,95.9,70678
619,70,SAN JUAN DE BETULIA,70702,SUCRE,44.8,37.1,53.0,30.0,26.4,33.7,60.5,51.4,70.2,1.1,0.8,1.3,4.7,4.1,5.4,49.7,52.1,47.1,19.5,20.8,18.1,22.8,6.8,39.6,2.6,1.8,3.4,11.8,11.6,11.9,19.7,9.6,30.3,13.7,11.3,16.3,11.1,4.9,17.6,11.5,11.9,11.1,0.5,0.2,0.9,94.1,92.2,96.1,70702
620,70,SAN MARCOS,70708,SUCRE,59.1,57.4,61.8,30.1,24.8,37.9,69.8,61.4,82.2,2.2,2.0,2.4,7.6,8.1,6.9,50.5,49.1,52.6,20.5,24.7,14.4,67.3,93.1,29.2,4.6,4.1,5.3,4.2,4.4,4.0,31.4,19.8,48.4,24.2,22.8,26.3,4.9,4.9,5.0,12.3,13.6,10.5,1.5,1.7,1.3,92.8,92.1,93.7,70708
621,70,SAN ONOFRE,70713,SUCRE,69.0,55.9,77.5,38.4,27.7,45.5,77.2,63.8,86.0,5.3,3.8,6.2,5.4,5.8,5.1,55.9,50.6,59.3,17.5,21.7,14.8,51.2,47.4,53.7,7.7,6.2,8.6,11.0,9.4,12.0,30.6,18.4,38.6,28.0,22.2,31.8,22.3,7.1,32.3,23.6,21.9,24.7,1.4,1.2,1.6,94.6,92.6,95.8,70713
622,70,SAN PEDRO,70717,SUCRE,47.1,40.5,60.9,25.5,22.2,32.3,64.3,58.0,77.3,1.4,1.0,2.2,4.8,2.8,8.8,51.6,52.9,48.8,19.7,22.1,14.5,17.6,7.1,39.5,4.1,3.9,4.6,13.4,12.9,14.4,24.0,16.3,40.1,20.5,19.5,22.7,13.2,2.6,35.3,13.1,12.9,13.6,0.8,0.6,1.3,92.5,91.4,94.8,70717
623,70,SAN LUIS DE SINCÉ,70742,SUCRE,51.1,48.1,60.0,26.2,23.5,33.7,68.3,63.2,82.1,1.7,1.6,2.1,3.9,3.7,4.5,48.3,51.2,40.4,24.0,28.0,13.2,15.4,9.1,32.7,3.8,3.6,4.2,26.9,27.3,25.8,23.2,14.7,46.2,19.5,20.2,17.5,12.3,4.0,34.7,12.4,13.3,10.1,1.1,1.2,0.9,94.1,93.2,96.6,70742
624,70,SUCRE,70771,SUCRE,63.4,44.9,69.5,31.9,16.9,37.6,76.0,54.1,84.3,2.4,1.7,2.6,3.8,4.4,3.6,52.7,44.1,55.9,13.5,16.1,12.5,69.5,97.1,59.0,4.1,3.9,4.1,10.4,12.9,9.4,63.7,32.3,75.5,18.6,15.1,19.9,6.0,4.2,6.7,12.9,14.1,12.4,0.9,0.3,1.1,94.4,89.8,96.2,70771
625,70,SANTIAGO DE TOLÚ,70820,SUCRE,42.7,38.9,59.1,19.7,17.1,30.3,58.6,53.8,78.0,2.1,1.8,3.5,1.2,0.6,3.7,41.2,39.2,49.4,23.1,25.0,15.3,33.7,34.3,31.5,3.7,4.0,2.7,7.4,7.6,6.8,20.5,12.5,53.4,25.6,24.7,29.3,14.1,16.9,2.7,16.0,15.8,16.4,1.1,1.1,1.2,89.8,90.0,89.0,70820
626,70,SAN JOSÉ DE TOLUVIEJO,70823,SUCRE,45.8,39.2,48.9,27.3,24.0,28.7,63.6,52.1,68.6,1.5,0.7,1.8,1.1,0.5,1.4,40.8,38.0,42.1,16.3,19.0,15.2,16.4,20.1,14.8,3.5,3.1,3.6,17.1,33.8,9.8,24.0,12.5,29.0,17.6,14.6,18.9,30.5,12.9,38.1,12.4,13.1,12.2,0.9,0.5,1.0,91.9,89.3,92.9,70823
627,70,MORROA,70473,SUCRE,42.8,32.5,58.8,23.4,17.0,33.5,56.7,44.9,75.2,1.9,1.7,2.1,3.4,0.6,7.7,41.5,42.4,40.1,22.8,24.6,19.9,18.7,4.4,40.9,5.8,3.3,9.8,12.5,8.3,19.2,24.5,13.1,42.2,23.2,19.2,29.5,10.8,2.6,23.6,13.8,16.3,10.0,1.1,0.8,1.7,91.3,90.0,93.4,70473
628,88,SAN ANDRÉS,88001,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",16.8,17.6,15.1,2.7,2.7,2.6,28.3,28.7,27.5,2.7,2.4,3.2,2.0,1.3,3.5,15.8,14.1,19.6,12.4,15.5,5.2,53.9,76.6,2.7,2.9,3.0,2.8,5.0,7.2,0.1,1.3,1.3,1.3,9.4,9.8,8.5,74.1,73.1,76.4,21.2,20.9,21.8,0.7,0.7,0.7,71.5,70.7,73.5,88001
629,88,PROVIDENCIA,88564,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",13.7,12.1,15.0,2.7,3.0,2.4,26.5,22.5,29.8,2.3,2.1,2.5,2.7,2.8,2.6,16.0,17.9,14.4,4.2,6.6,2.3,44.5,94.5,3.4,2.8,1.8,3.6,17.3,37.8,0.4,0.6,1.1,0.2,8.0,6.5,9.3,56.7,10.3,94.9,23.5,23.2,23.7,0.9,0.5,1.2,64.8,64.3,65.2,88564
630,81,ARAUCA,81001,ARAUCA,38.6,35.4,60.0,9.9,8.5,19.5,47.1,42.9,76.4,3.0,2.7,5.4,6.3,6.6,4.1,39.6,39.2,42.3,18.1,18.5,15.9,17.0,15.8,25.4,5.3,4.5,11.3,18.3,16.1,33.7,16.4,11.5,50.7,19.2,18.2,26.3,12.1,13.0,6.4,23.4,22.7,27.8,1.2,0.9,3.0,85.0,83.9,93.2,81001
631,81,PUERTO RONDÓN,81591,ARAUCA,45.0,38.7,60.0,14.7,10.7,24.1,65.7,57.9,84.2,2.7,2.3,3.6,13.6,9.3,23.8,37.9,39.0,35.2,13.8,13.9,13.5,21.6,16.7,33.4,8.9,5.4,17.1,7.2,1.3,21.2,16.2,3.9,45.1,22.5,20.0,28.5,6.9,8.6,2.8,18.9,19.5,17.4,2.4,1.8,3.9,89.5,86.7,96.1,81591
632,81,CRAVO NORTE,81220,ARAUCA,48.8,45.5,57.8,16.9,14.7,22.3,66.8,60.9,81.3,2.2,1.8,3.3,7.6,10.3,0.9,57.2,56.2,59.6,15.1,17.4,9.5,12.9,9.0,22.6,5.6,3.4,11.3,6.8,4.7,12.2,26.0,13.4,57.0,21.8,23.1,18.4,4.4,4.8,3.3,18.3,18.5,17.8,1.0,0.7,1.8,87.5,85.1,93.5,81220
633,81,ARAUQUITA,81065,ARAUCA,49.2,40.1,52.9,17.4,11.7,19.8,70.8,56.1,77.1,3.1,2.5,3.4,9.1,5.6,10.7,40.5,40.4,40.5,12.6,20.2,9.4,21.8,18.9,23.1,7.6,5.2,8.6,14.4,28.0,8.5,33.3,21.5,38.5,25.3,23.2,26.2,8.1,15.2,5.0,17.3,14.8,18.4,3.5,2.1,4.1,90.2,86.8,91.6,81065
634,81,FORTUL,81300,ARAUCA,48.3,43.4,53.9,15.4,11.7,20.4,68.7,59.6,80.7,2.3,2.3,2.3,5.7,6.7,4.4,47.2,43.0,52.9,18.2,21.5,13.9,32.0,39.0,22.6,6.7,5.3,8.5,20.9,34.9,2.2,24.5,21.6,28.4,27.6,24.0,32.4,6.0,5.1,7.2,13.5,13.9,12.9,3.0,2.2,4.0,91.8,89.2,95.4,81300
635,81,SARAVENA,81736,ARAUCA,39.4,34.1,56.5,11.8,9.0,21.7,59.6,54.2,79.3,2.5,2.5,2.8,10.2,6.8,22.7,37.0,36.1,40.0,15.6,17.0,10.2,26.3,27.5,22.1,5.4,4.5,8.4,20.4,24.9,4.0,18.0,14.2,32.0,20.5,18.9,26.3,4.4,0.8,17.5,15.8,15.2,17.8,1.9,1.5,3.4,88.0,86.5,93.5,81736
636,81,TAME,81794,ARAUCA,41.9,32.8,57.8,10.9,8.5,15.6,60.3,50.8,78.5,3.0,2.7,3.7,8.8,7.9,10.7,44.2,44.4,43.9,13.5,14.0,12.6,15.5,7.7,30.2,7.1,5.9,9.4,11.7,12.0,11.0,20.7,11.2,38.9,21.5,18.0,28.3,10.5,2.3,26.2,18.2,18.8,17.2,2.2,1.1,4.2,89.8,87.5,94.2,81794
637,15,TUNJA,15001,BOYACÁ,11.4,10.2,37.2,3.8,3.5,13.8,25.6,23.7,75.1,1.3,1.3,1.8,5.5,5.6,3.4,27.7,27.1,42.6,4.4,4.4,4.7,1.9,0.8,29.9,1.5,1.4,3.1,0.1,0.1,0.6,0.5,0.2,7.2,12.3,12.0,21.3,0.9,0.4,13.0,18.0,18.3,11.1,0.5,0.5,2.2,75.3,74.8,88.8,15001
638,15,ALMEIDA,15022,BOYACÁ,37.5,10.2,44.3,14.9,4.2,17.2,76.8,43.7,83.7,1.7,1.7,1.8,0.7,0.0,0.9,51.3,37.8,54.1,2.2,5.0,1.6,9.9,0.0,11.9,3.2,0.0,3.9,0.9,0.8,0.9,17.5,0.0,21.2,8.4,7.6,8.6,36.4,0.0,44.0,8.3,16.0,6.7,1.0,0.8,1.1,88.8,74.8,91.8,15022
639,15,AQUITANIA,15047,BOYACÁ,33.5,24.0,40.2,16.1,11.0,19.5,77.6,65.4,85.9,1.4,1.9,1.0,3.5,3.7,3.5,36.7,34.3,38.4,6.5,10.8,3.5,13.8,8.7,17.4,4.4,3.7,4.9,0.4,0.7,0.2,8.7,1.3,13.7,14.9,13.6,15.9,23.9,2.5,38.4,10.6,13.4,8.7,3.5,2.4,4.3,95.1,93.9,95.9,15047
640,15,ARCABUCO,15051,BOYACÁ,24.8,12.6,34.3,10.9,6.2,14.7,66.0,45.3,82.5,1.2,0.6,1.7,4.3,1.1,6.9,23.9,26.9,21.5,6.5,9.9,3.7,15.4,2.4,25.7,6.5,3.3,9.1,0.4,0.4,0.4,3.6,0.2,6.2,15.9,12.9,18.3,17.0,0.5,30.1,11.5,12.2,11.0,2.7,0.7,4.3,89.4,84.6,93.2,15051
641,15,BELÉN,15087,BOYACÁ,25.2,16.9,38.1,11.0,8.4,14.6,63.4,50.5,82.1,1.1,0.9,1.5,4.7,4.1,5.6,40.3,35.3,47.5,7.5,9.4,4.7,8.0,0.8,18.3,1.7,1.2,2.5,0.2,0.3,0.2,5.3,0.5,12.2,14.9,13.3,17.3,8.4,0.4,20.0,10.3,11.2,9.0,1.3,1.5,1.1,85.6,83.7,88.5,15087
642,15,BERBEO,15090,BOYACÁ,40.5,25.4,46.1,18.1,8.8,21.3,73.4,50.7,81.3,0.9,2.0,0.5,1.2,4.1,0.2,58.4,48.6,61.8,3.5,8.1,1.9,11.5,5.4,13.6,2.6,0.7,3.3,1.0,3.4,0.2,16.2,0.0,21.8,14.3,20.3,12.2,14.8,0.0,19.9,9.4,12.8,8.2,0.5,0.0,0.7,84.9,79.1,86.9,15090
643,15,BETÉITIVA,15092,BOYACÁ,43.3,18.1,48.0,15.5,4.7,17.7,69.9,46.1,74.8,0.8,0.8,0.8,4.3,3.1,4.5,60.7,50.8,62.7,6.4,7.8,6.1,18.9,4.7,21.8,2.0,0.8,2.3,0.1,0.0,0.2,27.5,5.5,32.1,11.2,11.7,11.1,40.4,0.8,48.5,10.6,13.3,10.0,0.4,0.8,0.3,84.0,80.5,84.7,15092
644,15,BOAVITA,15097,BOYACÁ,48.1,21.7,70.4,18.5,8.5,26.6,69.6,47.8,87.1,0.9,0.7,1.1,9.5,7.0,11.5,53.3,41.5,62.7,9.9,11.1,9.0,12.9,0.8,22.6,1.8,1.0,2.4,0.3,0.0,0.5,42.1,1.7,74.7,17.0,15.1,18.5,46.0,0.5,82.7,11.5,13.2,10.1,0.3,0.2,0.4,85.3,78.0,91.1,15097
645,15,BOYACÁ,15104,BOYACÁ,39.7,26.8,42.0,21.1,7.9,23.9,84.7,59.2,90.2,1.8,1.9,1.7,3.6,0.4,4.3,48.1,58.8,45.8,4.3,5.2,4.0,16.7,16.1,16.8,3.4,0.4,4.0,0.4,0.0,0.5,9.2,1.9,10.7,13.7,9.0,14.7,13.7,6.4,15.2,10.1,14.6,9.1,2.6,0.4,3.0,91.6,85.8,92.9,15104
646,15,BRICEÑO,15106,BOYACÁ,48.5,23.8,55.8,18.7,9.8,21.4,82.4,54.3,91.0,0.8,0.6,0.9,7.6,4.3,8.7,37.7,32.9,39.1,5.4,8.5,4.4,8.2,1.2,10.3,5.2,3.0,5.9,0.7,0.0,0.9,5.2,0.0,6.8,19.0,15.9,19.9,51.6,1.2,66.8,13.0,15.2,12.4,2.8,0.6,3.5,90.2,76.8,94.3,15106
